series,segment,cumulative_steps,learning_episode,raw_value,three_point_smoothed_value
MAPPO strict 1+5 (stitched 100M),0-50M,15488000,605.0,446781.6875,446350.4375
MAPPO strict 1+5 (stitched 100M),0-50M,15539200,607.0,446929.1875,444949.53125
MAPPO strict 1+5 (stitched 100M),0-50M,15590400,609.0,441137.71875,443464.1666666667
MAPPO strict 1+5 (stitched 100M),0-50M,15641600,611.0,442325.59375,441403.2604166667
MAPPO strict 1+5 (stitched 100M),0-50M,15692800,613.0,440746.46875,441327.1145833333
MAPPO strict 1+5 (stitched 100M),0-50M,15744000,615.0,440909.28125,441745.1145833333
MAPPO strict 1+5 (stitched 100M),0-50M,15795200,617.0,443579.59375,442946.75
MAPPO strict 1+5 (stitched 100M),0-50M,15846400,619.0,444351.375,444776.8125
MAPPO strict 1+5 (stitched 100M),0-50M,15897600,621.0,446399.46875,446374.6666666667
MAPPO strict 1+5 (stitched 100M),0-50M,15948800,623.0,448373.15625,445942.4166666667
MAPPO strict 1+5 (stitched 100M),0-50M,16000000,625.0,443054.625,446379.75
MAPPO strict 1+5 (stitched 100M),0-50M,16051200,627.0,447711.46875,447038.5833333333
MAPPO strict 1+5 (stitched 100M),0-50M,16102400,629.0,450349.65625,449487.7708333333
MAPPO strict 1+5 (stitched 100M),0-50M,16153600,631.0,450402.1875,447886.3333333333
MAPPO strict 1+5 (stitched 100M),0-50M,16204800,633.0,442907.15625,447793.0
MAPPO strict 1+5 (stitched 100M),0-50M,16256000,635.0,450069.65625,448415.1666666667
MAPPO strict 1+5 (stitched 100M),0-50M,16307200,637.0,452268.6875,450851.7083333333
MAPPO strict 1+5 (stitched 100M),0-50M,16358400,639.0,450216.78125,451001.3958333333
MAPPO strict 1+5 (stitched 100M),0-50M,16409600,641.0,450518.71875,449991.3645833333
MAPPO strict 1+5 (stitched 100M),0-50M,16460800,643.0,449238.59375,450430.3958333333
MAPPO strict 1+5 (stitched 100M),0-50M,16512000,645.0,451533.875,449241.4791666667
MAPPO strict 1+5 (stitched 100M),0-50M,16563200,647.0,446951.96875,448854.9270833333
MAPPO strict 1+5 (stitched 100M),0-50M,16614400,649.0,448078.9375,448728.8958333333
MAPPO strict 1+5 (stitched 100M),0-50M,16665600,651.0,451155.78125,448736.2291666667
MAPPO strict 1+5 (stitched 100M),0-50M,16716800,653.0,446973.96875,451067.1770833333
MAPPO strict 1+5 (stitched 100M),0-50M,16768000,655.0,455071.78125,452245.125
MAPPO strict 1+5 (stitched 100M),0-50M,16819200,657.0,454689.625,455776.1875
MAPPO strict 1+5 (stitched 100M),0-50M,16870400,659.0,457567.15625,455717.1666666667
MAPPO strict 1+5 (stitched 100M),0-50M,16921600,661.0,454894.71875,456091.7291666667
MAPPO strict 1+5 (stitched 100M),0-50M,16972800,663.0,455813.3125,455014.09375
MAPPO strict 1+5 (stitched 100M),0-50M,17024000,665.0,454334.25,454509.1145833333
MAPPO strict 1+5 (stitched 100M),0-50M,17075200,667.0,453379.78125,454278.40625
MAPPO strict 1+5 (stitched 100M),0-50M,17126400,669.0,455121.1875,453349.90625
MAPPO strict 1+5 (stitched 100M),0-50M,17177600,671.0,451548.75,453448.15625
MAPPO strict 1+5 (stitched 100M),0-50M,17228800,673.0,453674.53125,454489.5729166667
MAPPO strict 1+5 (stitched 100M),0-50M,17280000,675.0,458245.4375,456061.1770833333
MAPPO strict 1+5 (stitched 100M),0-50M,17331200,677.0,456263.5625,457480.5833333333
MAPPO strict 1+5 (stitched 100M),0-50M,17382400,679.0,457932.75,458273.6979166667
MAPPO strict 1+5 (stitched 100M),0-50M,17433600,681.0,460624.78125,459798.3229166667
MAPPO strict 1+5 (stitched 100M),0-50M,17484800,683.0,460837.4375,460325.8854166667
MAPPO strict 1+5 (stitched 100M),0-50M,17536000,685.0,459515.4375,460403.8333333333
MAPPO strict 1+5 (stitched 100M),0-50M,17587200,687.0,460858.625,460627.46875
MAPPO strict 1+5 (stitched 100M),0-50M,17638400,689.0,461508.34375,461260.4270833333
MAPPO strict 1+5 (stitched 100M),0-50M,17689600,691.0,461414.3125,458990.28125
MAPPO strict 1+5 (stitched 100M),0-50M,17740800,693.0,454048.1875,456918.5
MAPPO strict 1+5 (stitched 100M),0-50M,17792000,695.0,455293.0,455762.5833333333
MAPPO strict 1+5 (stitched 100M),0-50M,17843200,697.0,457946.5625,456046.8125
MAPPO strict 1+5 (stitched 100M),0-50M,17894400,699.0,454900.875,455739.5625
MAPPO strict 1+5 (stitched 100M),0-50M,17945600,701.0,454371.25,453197.2291666667
MAPPO strict 1+5 (stitched 100M),0-50M,17996800,703.0,450319.5625,451521.2916666667
MAPPO strict 1+5 (stitched 100M),0-50M,18048000,705.0,449873.0625,449388.03125
MAPPO strict 1+5 (stitched 100M),0-50M,18099200,707.0,447971.46875,449679.1041666667
MAPPO strict 1+5 (stitched 100M),0-50M,18150400,709.0,451192.78125,450486.46875
MAPPO strict 1+5 (stitched 100M),0-50M,18201600,711.0,452295.15625,453439.6041666667
MAPPO strict 1+5 (stitched 100M),0-50M,18252800,713.0,456830.875,454689.40625
MAPPO strict 1+5 (stitched 100M),0-50M,18304000,715.0,454942.1875,454702.6770833333
MAPPO strict 1+5 (stitched 100M),0-50M,18355200,717.0,452334.96875,455302.65625
MAPPO strict 1+5 (stitched 100M),0-50M,18406400,719.0,458630.8125,455937.9895833333
MAPPO strict 1+5 (stitched 100M),0-50M,18457600,721.0,456848.1875,458574.90625
MAPPO strict 1+5 (stitched 100M),0-50M,18508800,723.0,460245.71875,459489.1145833333
MAPPO strict 1+5 (stitched 100M),0-50M,18560000,725.0,461373.4375,460188.875
MAPPO strict 1+5 (stitched 100M),0-50M,18611200,727.0,458947.46875,459441.78125
MAPPO strict 1+5 (stitched 100M),0-50M,18662400,729.0,458004.4375,458742.9479166667
MAPPO strict 1+5 (stitched 100M),0-50M,18713600,731.0,459276.9375,459508.1666666667
MAPPO strict 1+5 (stitched 100M),0-50M,18764800,733.0,461243.125,461059.78125
MAPPO strict 1+5 (stitched 100M),0-50M,18816000,735.0,462659.28125,461967.4895833333
MAPPO strict 1+5 (stitched 100M),0-50M,18867200,737.0,462000.0625,460836.21875
MAPPO strict 1+5 (stitched 100M),0-50M,18918400,739.0,457849.3125,458480.71875
MAPPO strict 1+5 (stitched 100M),0-50M,18969600,741.0,455592.78125,456985.1770833333
MAPPO strict 1+5 (stitched 100M),0-50M,19020800,743.0,457513.4375,458182.46875
MAPPO strict 1+5 (stitched 100M),0-50M,19072000,745.0,461441.1875,459607.84375
MAPPO strict 1+5 (stitched 100M),0-50M,19123200,747.0,459868.90625,461711.40625
MAPPO strict 1+5 (stitched 100M),0-50M,19174400,749.0,463824.125,461385.0833333333
MAPPO strict 1+5 (stitched 100M),0-50M,19225600,751.0,460462.21875,461794.3020833333
MAPPO strict 1+5 (stitched 100M),0-50M,19276800,753.0,461096.5625,461478.1145833333
MAPPO strict 1+5 (stitched 100M),0-50M,19328000,755.0,462875.5625,462351.0
MAPPO strict 1+5 (stitched 100M),0-50M,19379200,757.0,463080.875,461808.2395833333
MAPPO strict 1+5 (stitched 100M),0-50M,19430400,759.0,459468.28125,460936.53125
MAPPO strict 1+5 (stitched 100M),0-50M,19481600,761.0,460260.4375,461019.0729166667
MAPPO strict 1+5 (stitched 100M),0-50M,19532800,763.0,463328.5,461295.1979166667
MAPPO strict 1+5 (stitched 100M),0-50M,19584000,765.0,460296.65625,461549.15625
MAPPO strict 1+5 (stitched 100M),0-50M,19635200,767.0,461022.3125,462082.1770833333
MAPPO strict 1+5 (stitched 100M),0-50M,19686400,769.0,464927.5625,463702.5208333333
MAPPO strict 1+5 (stitched 100M),0-50M,19737600,771.0,465157.6875,464112.875
MAPPO strict 1+5 (stitched 100M),0-50M,19788800,773.0,462253.375,463104.5520833333
MAPPO strict 1+5 (stitched 100M),0-50M,19840000,775.0,461902.59375,462313.6979166667
MAPPO strict 1+5 (stitched 100M),0-50M,19891200,777.0,462785.125,461262.90625
MAPPO strict 1+5 (stitched 100M),0-50M,19942400,779.0,459101.0,460990.40625
MAPPO strict 1+5 (stitched 100M),0-50M,19993600,781.0,461085.09375,461014.8645833333
MAPPO strict 1+5 (stitched 100M),0-50M,20044800,783.0,462858.5,461201.21875
MAPPO strict 1+5 (stitched 100M),0-50M,20096000,785.0,459660.0625,461810.3958333333
MAPPO strict 1+5 (stitched 100M),0-50M,20147200,787.0,462912.625,459986.5
MAPPO strict 1+5 (stitched 100M),0-50M,20198400,789.0,457386.8125,459717.5104166667
MAPPO strict 1+5 (stitched 100M),0-50M,20249600,791.0,458853.09375,458119.7708333333
MAPPO strict 1+5 (stitched 100M),0-50M,20300800,793.0,458119.40625,459497.5729166667
MAPPO strict 1+5 (stitched 100M),0-50M,20352000,795.0,461520.21875,460131.8854166667
MAPPO strict 1+5 (stitched 100M),0-50M,20403200,797.0,460756.03125,461976.8020833333
MAPPO strict 1+5 (stitched 100M),0-50M,20454400,799.0,463654.15625,463418.6145833333
MAPPO strict 1+5 (stitched 100M),0-50M,20505600,801.0,465845.65625,465369.4791666667
MAPPO strict 1+5 (stitched 100M),0-50M,20556800,803.0,466608.625,467927.5625
MAPPO strict 1+5 (stitched 100M),0-50M,20608000,805.0,471328.40625,467804.3125
MAPPO strict 1+5 (stitched 100M),0-50M,20659200,807.0,465475.90625,468264.4375
MAPPO strict 1+5 (stitched 100M),0-50M,20710400,809.0,467989.0,466561.03125
MAPPO strict 1+5 (stitched 100M),0-50M,20761600,811.0,466218.1875,467939.9375
MAPPO strict 1+5 (stitched 100M),0-50M,20812800,813.0,469612.625,469120.8020833333
MAPPO strict 1+5 (stitched 100M),0-50M,20864000,815.0,471531.59375,470081.90625
MAPPO strict 1+5 (stitched 100M),0-50M,20915200,817.0,469101.5,470023.0208333333
MAPPO strict 1+5 (stitched 100M),0-50M,20966400,819.0,469435.96875,468414.6875
MAPPO strict 1+5 (stitched 100M),0-50M,21017600,821.0,466706.59375,468003.3020833333
MAPPO strict 1+5 (stitched 100M),0-50M,21068800,823.0,467867.34375,466534.9166666667
MAPPO strict 1+5 (stitched 100M),0-50M,21120000,825.0,465030.8125,465666.3541666667
MAPPO strict 1+5 (stitched 100M),0-50M,21171200,827.0,464100.90625,463739.7708333333
MAPPO strict 1+5 (stitched 100M),0-50M,21222400,829.0,462087.59375,463034.2083333333
MAPPO strict 1+5 (stitched 100M),0-50M,21273600,831.0,462914.125,462543.4166666667
MAPPO strict 1+5 (stitched 100M),0-50M,21324800,833.0,462628.53125,463277.3333333333
MAPPO strict 1+5 (stitched 100M),0-50M,21376000,835.0,464289.34375,462683.7291666667
MAPPO strict 1+5 (stitched 100M),0-50M,21427200,837.0,461133.3125,462213.7291666667
MAPPO strict 1+5 (stitched 100M),0-50M,21478400,839.0,461218.53125,462474.8229166667
MAPPO strict 1+5 (stitched 100M),0-50M,21529600,841.0,465072.625,463527.9479166667
MAPPO strict 1+5 (stitched 100M),0-50M,21580800,843.0,464292.6875,465444.9479166667
MAPPO strict 1+5 (stitched 100M),0-50M,21632000,845.0,466969.53125,466718.1770833333
MAPPO strict 1+5 (stitched 100M),0-50M,21683200,847.0,468892.3125,468383.6979166667
MAPPO strict 1+5 (stitched 100M),0-50M,21734400,849.0,469289.25,470153.09375
MAPPO strict 1+5 (stitched 100M),0-50M,21785600,851.0,472277.71875,470693.8125
MAPPO strict 1+5 (stitched 100M),0-50M,21836800,853.0,470514.46875,470914.6145833333
MAPPO strict 1+5 (stitched 100M),0-50M,21888000,855.0,469951.65625,469242.625
MAPPO strict 1+5 (stitched 100M),0-50M,21939200,857.0,467261.75,467184.34375
MAPPO strict 1+5 (stitched 100M),0-50M,21990400,859.0,464339.625,466572.6041666667
MAPPO strict 1+5 (stitched 100M),0-50M,22041600,861.0,468116.4375,466380.03125
MAPPO strict 1+5 (stitched 100M),0-50M,22092800,863.0,466684.03125,466895.375
MAPPO strict 1+5 (stitched 100M),0-50M,22144000,865.0,465885.65625,465562.2083333333
MAPPO strict 1+5 (stitched 100M),0-50M,22195200,867.0,464116.9375,466194.59375
MAPPO strict 1+5 (stitched 100M),0-50M,22246400,869.0,468581.1875,466197.6458333333
MAPPO strict 1+5 (stitched 100M),0-50M,22297600,871.0,465894.8125,467401.5416666667
MAPPO strict 1+5 (stitched 100M),0-50M,22348800,873.0,467728.625,467522.6979166667
MAPPO strict 1+5 (stitched 100M),0-50M,22400000,875.0,468944.65625,468137.9583333333
MAPPO strict 1+5 (stitched 100M),0-50M,22451200,877.0,467740.59375,468442.46875
MAPPO strict 1+5 (stitched 100M),0-50M,22502400,879.0,468642.15625,469280.90625
MAPPO strict 1+5 (stitched 100M),0-50M,22553600,881.0,471459.96875,470296.2708333333
MAPPO strict 1+5 (stitched 100M),0-50M,22604800,883.0,470786.6875,471823.8541666667
MAPPO strict 1+5 (stitched 100M),0-50M,22656000,885.0,473224.90625,471653.5729166667
MAPPO strict 1+5 (stitched 100M),0-50M,22707200,887.0,470949.125,471386.5625
MAPPO strict 1+5 (stitched 100M),0-50M,22758400,889.0,469985.65625,470379.03125
MAPPO strict 1+5 (stitched 100M),0-50M,22809600,891.0,470202.3125,469739.9375
MAPPO strict 1+5 (stitched 100M),0-50M,22860800,893.0,469031.84375,468612.9270833333
MAPPO strict 1+5 (stitched 100M),0-50M,22912000,895.0,466604.625,469080.8125
MAPPO strict 1+5 (stitched 100M),0-50M,22963200,897.0,471605.96875,469234.2291666667
MAPPO strict 1+5 (stitched 100M),0-50M,23014400,899.0,469492.09375,469707.03125
MAPPO strict 1+5 (stitched 100M),0-50M,23065600,901.0,468023.03125,468640.0625
MAPPO strict 1+5 (stitched 100M),0-50M,23116800,903.0,468405.0625,468844.8020833333
MAPPO strict 1+5 (stitched 100M),0-50M,23168000,905.0,470106.3125,469797.53125
MAPPO strict 1+5 (stitched 100M),0-50M,23219200,907.0,470881.21875,470342.0416666667
MAPPO strict 1+5 (stitched 100M),0-50M,23270400,909.0,470038.59375,470672.4375
MAPPO strict 1+5 (stitched 100M),0-50M,23321600,911.0,471097.5,470550.75
MAPPO strict 1+5 (stitched 100M),0-50M,23372800,913.0,470516.15625,469949.0416666667
MAPPO strict 1+5 (stitched 100M),0-50M,23424000,915.0,468233.46875,469977.3541666667
MAPPO strict 1+5 (stitched 100M),0-50M,23475200,917.0,471182.4375,471203.625
MAPPO strict 1+5 (stitched 100M),0-50M,23526400,919.0,474194.96875,473363.6458333333
MAPPO strict 1+5 (stitched 100M),0-50M,23577600,921.0,474713.53125,474502.28125
MAPPO strict 1+5 (stitched 100M),0-50M,23628800,923.0,474598.34375,474149.8645833333
MAPPO strict 1+5 (stitched 100M),0-50M,23680000,925.0,473137.71875,473614.1458333333
MAPPO strict 1+5 (stitched 100M),0-50M,23731200,927.0,473106.375,473215.3541666667
MAPPO strict 1+5 (stitched 100M),0-50M,23782400,929.0,473401.96875,473757.3854166667
MAPPO strict 1+5 (stitched 100M),0-50M,23833600,931.0,474763.8125,473658.6041666667
MAPPO strict 1+5 (stitched 100M),0-50M,23884800,933.0,472810.03125,473052.0729166667
MAPPO strict 1+5 (stitched 100M),0-50M,23936000,935.0,471582.375,471605.125
MAPPO strict 1+5 (stitched 100M),0-50M,23987200,937.0,470422.96875,472004.1666666667
MAPPO strict 1+5 (stitched 100M),0-50M,24038400,939.0,474007.15625,472556.28125
MAPPO strict 1+5 (stitched 100M),0-50M,24089600,941.0,473238.71875,473515.5
MAPPO strict 1+5 (stitched 100M),0-50M,24140800,943.0,473300.625,472523.6354166667
MAPPO strict 1+5 (stitched 100M),0-50M,24192000,945.0,471031.5625,471120.4479166667
MAPPO strict 1+5 (stitched 100M),0-50M,24243200,947.0,469029.15625,470010.46875
MAPPO strict 1+5 (stitched 100M),0-50M,24294400,949.0,469970.6875,469612.0208333333
MAPPO strict 1+5 (stitched 100M),0-50M,24345600,951.0,469836.21875,469535.6354166667
MAPPO strict 1+5 (stitched 100M),0-50M,24396800,953.0,468800.0,469009.0833333333
MAPPO strict 1+5 (stitched 100M),0-50M,24448000,955.0,468391.03125,469137.78125
MAPPO strict 1+5 (stitched 100M),0-50M,24499200,957.0,470222.3125,470021.7708333333
MAPPO strict 1+5 (stitched 100M),0-50M,24550400,959.0,471451.96875,470656.3541666667
MAPPO strict 1+5 (stitched 100M),0-50M,24601600,961.0,470294.78125,470427.2604166667
MAPPO strict 1+5 (stitched 100M),0-50M,24652800,963.0,469535.03125,470735.5104166667
MAPPO strict 1+5 (stitched 100M),0-50M,24704000,965.0,472376.71875,471288.5
MAPPO strict 1+5 (stitched 100M),0-50M,24755200,967.0,471953.75,472157.25
MAPPO strict 1+5 (stitched 100M),0-50M,24806400,969.0,472141.28125,471624.5729166667
MAPPO strict 1+5 (stitched 100M),0-50M,24857600,971.0,470778.6875,471241.2708333333
MAPPO strict 1+5 (stitched 100M),0-50M,24908800,973.0,470803.84375,470522.8229166667
MAPPO strict 1+5 (stitched 100M),0-50M,24960000,975.0,469985.9375,471040.7916666667
MAPPO strict 1+5 (stitched 100M),0-50M,25011200,977.0,472332.59375,471014.9583333333
MAPPO strict 1+5 (stitched 100M),0-50M,25062400,979.0,470726.34375,471053.3333333333
MAPPO strict 1+5 (stitched 100M),0-50M,25113600,981.0,470101.0625,469742.8958333333
MAPPO strict 1+5 (stitched 100M),0-50M,25164800,983.0,468401.28125,469687.7395833333
MAPPO strict 1+5 (stitched 100M),0-50M,25216000,985.0,470560.875,470106.5
MAPPO strict 1+5 (stitched 100M),0-50M,25267200,987.0,471357.34375,470291.8125
MAPPO strict 1+5 (stitched 100M),0-50M,25318400,989.0,468957.21875,470561.0
MAPPO strict 1+5 (stitched 100M),0-50M,25369600,991.0,471368.4375,470677.6041666667
MAPPO strict 1+5 (stitched 100M),0-50M,25420800,993.0,471707.15625,471408.84375
MAPPO strict 1+5 (stitched 100M),0-50M,25472000,995.0,471150.9375,471048.4895833333
MAPPO strict 1+5 (stitched 100M),0-50M,25523200,997.0,470287.375,471304.2604166667
MAPPO strict 1+5 (stitched 100M),0-50M,25574400,999.0,472474.46875,472663.1041666667
MAPPO strict 1+5 (stitched 100M),0-50M,25625600,1001.0,475227.46875,474194.34375
MAPPO strict 1+5 (stitched 100M),0-50M,25676800,1003.0,474881.09375,474285.4895833333
MAPPO strict 1+5 (stitched 100M),0-50M,25728000,1005.0,472747.90625,473313.2708333333
MAPPO strict 1+5 (stitched 100M),0-50M,25779200,1007.0,472310.8125,472549.3645833333
MAPPO strict 1+5 (stitched 100M),0-50M,25830400,1009.0,472589.375,471539.5729166667
MAPPO strict 1+5 (stitched 100M),0-50M,25881600,1011.0,469718.53125,470623.8020833333
MAPPO strict 1+5 (stitched 100M),0-50M,25932800,1013.0,469563.5,469982.3645833333
MAPPO strict 1+5 (stitched 100M),0-50M,25984000,1015.0,470665.0625,469622.7708333333
MAPPO strict 1+5 (stitched 100M),0-50M,26035200,1017.0,468639.75,469551.4479166667
MAPPO strict 1+5 (stitched 100M),0-50M,26086400,1019.0,469349.53125,470038.1041666667
MAPPO strict 1+5 (stitched 100M),0-50M,26137600,1021.0,472125.03125,470929.2916666667
MAPPO strict 1+5 (stitched 100M),0-50M,26188800,1023.0,471313.3125,472309.5625
MAPPO strict 1+5 (stitched 100M),0-50M,26240000,1025.0,473490.34375,472147.9270833333
MAPPO strict 1+5 (stitched 100M),0-50M,26291200,1027.0,471640.125,472970.0
MAPPO strict 1+5 (stitched 100M),0-50M,26342400,1029.0,473779.53125,473838.78125
MAPPO strict 1+5 (stitched 100M),0-50M,26393600,1031.0,476096.6875,474932.6666666667
MAPPO strict 1+5 (stitched 100M),0-50M,26444800,1033.0,474921.78125,476127.59375
MAPPO strict 1+5 (stitched 100M),0-50M,26496000,1035.0,477364.3125,476206.1041666667
MAPPO strict 1+5 (stitched 100M),0-50M,26547200,1037.0,476332.21875,476411.2395833333
MAPPO strict 1+5 (stitched 100M),0-50M,26598400,1039.0,475537.1875,476808.4479166667
MAPPO strict 1+5 (stitched 100M),0-50M,26649600,1041.0,478555.9375,477226.8333333333
MAPPO strict 1+5 (stitched 100M),0-50M,26700800,1043.0,477587.375,477639.375
MAPPO strict 1+5 (stitched 100M),0-50M,26752000,1045.0,476774.8125,476850.5
MAPPO strict 1+5 (stitched 100M),0-50M,26803200,1047.0,476189.3125,476303.6666666667
MAPPO strict 1+5 (stitched 100M),0-50M,26854400,1049.0,475946.875,475108.6875
MAPPO strict 1+5 (stitched 100M),0-50M,26905600,1051.0,473189.875,473325.7708333333
MAPPO strict 1+5 (stitched 100M),0-50M,26956800,1053.0,470840.5625,473074.84375
MAPPO strict 1+5 (stitched 100M),0-50M,27008000,1055.0,475194.09375,473631.8541666667
MAPPO strict 1+5 (stitched 100M),0-50M,27059200,1057.0,474860.90625,474627.7916666667
MAPPO strict 1+5 (stitched 100M),0-50M,27110400,1059.0,473828.375,474127.5833333333
MAPPO strict 1+5 (stitched 100M),0-50M,27161600,1061.0,473693.46875,474475.0833333333
MAPPO strict 1+5 (stitched 100M),0-50M,27212800,1063.0,475903.40625,473908.6354166667
MAPPO strict 1+5 (stitched 100M),0-50M,27264000,1065.0,472129.03125,474853.9479166667
MAPPO strict 1+5 (stitched 100M),0-50M,27315200,1067.0,476529.40625,474702.3645833333
MAPPO strict 1+5 (stitched 100M),0-50M,27366400,1069.0,475448.65625,475568.75
MAPPO strict 1+5 (stitched 100M),0-50M,27417600,1071.0,474728.1875,474944.9166666667
MAPPO strict 1+5 (stitched 100M),0-50M,27468800,1073.0,474657.90625,474767.28125
MAPPO strict 1+5 (stitched 100M),0-50M,27520000,1075.0,474915.75,476134.6458333333
MAPPO strict 1+5 (stitched 100M),0-50M,27571200,1077.0,478830.28125,477056.3854166667
MAPPO strict 1+5 (stitched 100M),0-50M,27622400,1079.0,477423.125,476869.75
MAPPO strict 1+5 (stitched 100M),0-50M,27673600,1081.0,474355.84375,474243.0104166667
MAPPO strict 1+5 (stitched 100M),0-50M,27724800,1083.0,470950.0625,473482.625
MAPPO strict 1+5 (stitched 100M),0-50M,27776000,1085.0,475141.96875,474075.5729166667
MAPPO strict 1+5 (stitched 100M),0-50M,27827200,1087.0,476134.6875,476192.0729166667
MAPPO strict 1+5 (stitched 100M),0-50M,27878400,1089.0,477299.5625,476284.7395833333
MAPPO strict 1+5 (stitched 100M),0-50M,27929600,1091.0,475419.96875,475881.6041666667
MAPPO strict 1+5 (stitched 100M),0-50M,27980800,1093.0,474925.28125,474487.2083333333
MAPPO strict 1+5 (stitched 100M),0-50M,28032000,1095.0,473116.375,474237.5833333333
MAPPO strict 1+5 (stitched 100M),0-50M,28083200,1097.0,474671.09375,473734.2604166667
MAPPO strict 1+5 (stitched 100M),0-50M,28134400,1099.0,473415.3125,474293.1354166667
